channel_type,row_index,이름,회원수,등록일,주소,조회수,결과,메모,이메일 주소,전화번호,홈페이지 주소,삭제일,본분교,학제,지역,설립구분,우편번호,학교명(영문),학교홈페이지,총장명,"학교대표
번호","학교대표
팩스번호",담당연락처,언론/과학문화 담당,대표전화
DM-협회,20,중소벤처기업협회,,2025-01-01,,,,,msa@msa.or.kr,(대) 02-2039-2113 / 기술창업센터 070-5214-0195,,,,,,,,,,,,,,,
DM-협회,21,충남벤처협회,,2025-01-01,,,,,cvapeople@gmail.com,041-589-0370,,,,,,,,,,,,,,,
DM-협회,22,한국가상증강현실산업협회,,2025-01-01,,,,,kvra@kvra.kr,02-2132-1260,,,,,,,,,,,,,,,
DM-협회,23,한국여성벤처협회,,2025-01-01,,,,,kovwa@kovwa.or.kr,02-3440-7460,,,,,,,,,,,,,,,
DM-협회,24,한국인공지능기업협회,,2025-01-01,,,,,kaiedu@gmail.com,02-6953-8053,,,,,,,,,,,,,,,
DM-협회,25,한국인공지능윤리협회,,2025-01-01,,,,,kaiea@kaiea.org,02-701-1237,,,,,,,,,,,,,,,
DM-협회,26,한국인지과학산업협회,,2025-01-01,,,,,office.nacsi@gmail.com,070-4106-1005,,,,,,,,,,,,,,,
DM-협회,27,한국정보기술협회,,2025-01-01,,,,,webmaster@tta.or.kr,031-780-9036,,,,,,,,,,,,,,,
DM-협회,28,한국정보산업연합회,,2025-01-01,,,,,fkii@fkii.org,02-2046-1421,,,,,,,,,,,,,,,
DM-협회,29,한국정보통신진흥협회,,2025-01-01,,,,,webmaster@kait.or.kr,"T/ 02-580-0580,  F/ 02-580-0599 / 02-580-0544 ",,,,,,,,,,,,,,,
DM-협회,30,한국정보통신진흥협회,,2025-01-01,,,,,kaitpr@kait.or.kr,"T/ 02-580-0580,  F/ 02-580-0599 / 02-580-0544 ",,,,,,,,,,,,,,,
DM-협회,31,한국정보통신진흥협회,,2025-01-01,,,,,chlee@kait.or.kr,"T/ 02-580-0580,  F/ 02-580-0599 / 02-580-0544 ",,,,,,,,,,,,,,,
DM-협회,32,한국클라우드산업협회,,2025-01-01,,,,,trust@kcloud.or.kr,070-7836-7997,,,,,,,,,,,,,,,
DM-협회,33,한국클라우드산업협회,,2025-01-01,,,,,skawn83@kcloud.or.kr,070-7836-7997,,,,,,,,,,,,,,,
DM-협회,34,한국ICT융합협회,,2025-01-01,,,,,bys877@gmail.com,02-783-2701,,,,,,,,,,,,,,,
DM-협회,35,한국IT비즈니스진흥협회,,2025-01-01,,,,,koipa@koipa.or.kr,02-556-2024,,,,,,,,,,,,,,,
DM-협회,36,인공지능교사협회,,2025-01-01,,,,,aiedteacher@gmail.com,,,,,,,,,,,,,,,,
DM-협회,37,울산창조경제혁신센터,,2025-01-01,,,,,ulsan_ccei@ccei.kr,052-222-9120,,,,,,,,,,,,,,,
DM-협회,38,대구창조경제혁신,,2025-01-01,,,,,changup@ccei.kr,053-759-6380,,,,,,,,,,,,,,,
DM-협회,39,충남창조경제혁신센터,,2025-01-01,,,,,"yuhy@ccei.kr, chungnam@ccei.kr",041-536-7888,,,,,,,,,,,,,,,
DM-협회,40,경기창조경제혁신,,2025-01-01,,,,,gccei_info@ccei.kr,031-8016-1102,,,,,,,,,,,,,,,
DM-협회,41,서울창조경제혁신센터,,2025-01-01,,,,,ysjun@ccei.kr,02-723-9100,,,,,,,,,,,,,,,
DM-협회,42,경북창조경제혁신센터,,2025-01-01,,,,,kmy3588@ccei.kr,054-470-2614,,,,,,,,,,,,,,,
DM-협회,43,케이뷰티학회,,2025-01-01,,,,,shuuung@naver.com,,,,,,,,,,,,,,,,
DM-협회,44,한국소프트웨어산업협회,,2025-01-01,,,,,kosa@sw.or.kr,02-2188-6900,,,,,,,,,,,,,,,
DM-협회,45,부산창조경제혁신센터,,2025-01-01,,,,,ymlee1106@ccei.kr,,,,,,,,,,,,,,,,
DM-협회,46,전라북도 창원정보 온라인 서비스,,2025-01-01,,,https://jbci.or.kr/s2_1_view.html?id=2240&offset=20&findvalue=&search=&gubun=%EC%A0%84%EC%B2%B4&step1=&step2=&step3=&step4=,,mj96@ccei.kr,,,,,,,,,,,,,,,,
DM-대학,0,국민대학교 소프트웨어융합대학,,2025-01-01,,,,대학교,sw2017@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,1,공주대학교 컴퓨터공학과,,2025-01-01,,,,대학교,hak315@kongju.ac.kr,,,,,,,,,,,,,,,,
DM-대학,2,경북대학교 IT대학 컴퓨터학부,,2025-01-01,,,,대학교,imgreen@knu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,3,고려대학교 전자및정보공학과,,2025-01-01,,,,대학교,tec006@korea.ac.kr,,,,,,,,,,,,,,,,
DM-대학,4,아주대학교 정보통신대학,,2025-01-01,,,,대학교,ijs0430@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,5,부산대학교,,2025-01-01,,,,대학교,student@pusan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,6,서강대학교 일반대학원,,2025-01-01,,,,인공지능대학원,gradsch@sogang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,7,창원대학교 컴퓨터공학과,,2025-01-01,,,,대학교,computer@changwon.ac.kr,,,,,,,,,,,,,,,,
DM-대학,8,중원대학교,,2025-01-01,,,,대학교,job@jwu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,9,중부대학교 게임소프트웨어전공,,2025-01-01,,,,대학교,gksch98@joongbu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,10,신경대학교 컴퓨터학과,,2025-01-01,,,,대학교,job@sgu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,11,광주여자대학교 AI융합학과,,2025-01-01,,,,대학교,support@kwu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,12,서울대학교 대학원 협동과정 인공지능전공,,2025-01-01,,,,대학교,sajeon@snu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,13,국립부경대학교 국제교류본부,,2025-01-01,,,,대학교,pknu6905@gmail.com,,,,,,,,,,,,,,,,
DM-대학,14,국립부경대학교 일어일문학부,,2025-01-01,,,,대학교,danbi@pknu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,15,국립부경대학교 토목공학과,,2025-01-01,,,,대학교,lsh6060@pknu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,16,안동과학대학교,,2025-01-01,,,,대학교,isang@asc.ac.kr,,,,,,,,,,,,,,,,
DM-대학,17,안동과학대학교,,2025-01-01,,,,대학교,yisang@asc.ac.kr,,,,,,,,,,,,,,,,
DM-대학,18,한양대학교 ERICA 공학대학,,2025-01-01,,,,대학교,mishell@hanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,19,영남대학교,,2025-01-01,,,,대학교,sast@ynu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,20,전남대학교 전자공학과,,2025-01-01,,,,대학교,cico98@jnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,21,전남대학교 컴퓨터정보통신공학과,,2025-01-01,,,,대학교,eb8916@jnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,22,한림대학교 데이터사이언스학부,,2025-01-01,,,,대학교,de2030@hallym.ac.kr,,,,,,,,,,,,,,,,
DM-대학,23,수성대학교 산학협력단,,2025-01-01,,,,대학교,yeon5273@sc.ac.kr,,,,,,,,,,,,,,,,
DM-대학,24,울산대학교,,2025-01-01,,,,대학교,chuiup@mail.ulsan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,25,인천대학교,,2025-01-01,,,,대학교,job@inu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,26,성균관대학교 데이터사이언스융합학과,,2025-01-01,,,,대학교,ads.dept@skku.edu,,,,,,,,,,,,,,,,
DM-대학,27,단국대학교 공학교육혁신센터,,2025-01-01,,,,대학교,dku1472@dankook.ac.kr,,,,,,,,,,,,,,,,
DM-대학,28,성균관대학교,,2025-01-01,,,,대학교,studentaid@skku.edu,,,,,,,,,,,,,,,,
DM-대학,29,강원대학교,,2025-01-01,,,,대학교,knupr@kangwon.ac.kr,,,,,,,,,,,,,,,,
DM-대학,30,동국대학교 대학원,,2025-01-01,,,,인공지능대학원,dgugs@dongguk.edu,,,,,,,,,,,,,,,,
DM-대학,31,국민대학교 법과대학,,2025-01-01,,,,대학교,law@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,32,홍익대학교,,2025-01-01,,,,대학교,hinotice@naver.com,,,,,,,,,,,,,,,,
DM-대학,33,연세대학교 경영대학,,2025-01-01,,,,대학교,cdc.ysb@yonsei.ac.kr,,,,,,,,,,,,,,,,
DM-대학,34,충남대학교 바이오 AI 융합학과,,2025-01-01,,,,대학교,wowo0522@cnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,35,국민대학교,,2025-01-01,,,,대학교,mina@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,36,순천대학교,,2025-01-01,,,,대학교,knfamily@scnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,37,한국외국어대학교 취업센터,,2025-01-01,,,,대학교,notice@hufs.ac.kr,,,,,,,,,,,,,,,,
DM-대학,38,한국외국어대학교 국제지역연구센터,,2025-01-01,,,,대학교,jias@hufs.ac.kr,,,,,,,,,,,,,,,,
DM-대학,39,충남대 소프트웨어중심대학산업단,,2025-01-01,,,,대학교,yjkoh@cnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,40,고신대학교 산학협력단,,2025-01-01,,,,대학교,paul@kosin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,41,부산대학교 산업공학과,,2025-01-01,,,,대학교,hrbae@pusan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,42,호서대학교 빅데이터AI학과,,2025-01-01,,,,대학교,manage@hoseo.edu,,,,,,,,,,,,,,,,
DM-대학,43,동의대학교 컴퓨터공학과,,2025-01-01,,,,대학교,14997@deu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,44,부경대학교 취∙창업지원팀,,2025-01-01,,,,대학교,204456@pknu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,45,안양대학교 컴퓨터공학전공,,2025-01-01,,,,대학교,dasul0712@anayang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,46,성신여자대학교 IT학부,,2025-01-01,,,,대학교,college3@sungshin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,47,덕성여자대학교 컴퓨터공학전공,,2025-01-01,,,,대학교,cs@duksung.ac.kr,,,,,,,,,,,,,,,,
DM-대학,48,서울과학기술대학교 컴퓨터공학과,,2025-01-01,,,,대학교,minacha@seoultech.ac.kr,,,,,,,,,,,,,,,,
DM-대학,49,국민대학교 경영대학원,,2025-01-01,,,,대학교,gba@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,50,강원대학교 컴퓨터공학과,,2025-01-01,,,,대학교,ece@kangwon.ac.kr,,,,,,,,,,,,,,,,
DM-대학,51,한양대학교 ERICA 소프트융합대학,,2025-01-01,,,,SW중심대학,kkim0691@ehanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,52,한양대학교 ERICA 소프트융합대학,,2025-01-01,,,,SW중심대학,hmlee3@hanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,53,중앙대학교,,2025-01-01,,,,대학교,yuri87@cau.ac.kr,,,,,,,,,,,,,,,,
DM-대학,54,상명대학교,,2025-01-01,,,,대학교,dbdgkq9254@smu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,55,KC 대학교,,2025-01-01,,,,대학교,g2bm@kcu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,56,한양대학교 데이터사이언스학부,,2025-01-01,,,,대학교,wldms@hanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,57,연세대학교 컴퓨터학과,,2025-01-01,,,,대학교,csoffice@yonsei.ac.kr,,,,,,,,,,,,,,,,
DM-대학,58,숭실대학교 컴퓨터학부,,2025-01-01,,,,대학교,cse_office@ssu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,59,서울대학교 데이터사이언스대학원,,2025-01-01,,,,대학교,pocahontas@snu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,60,충남대학교 컴퓨터융합학부,,2025-01-01,,,,대학교,hy.yang@cnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,61,인제대학교 창업교육센터,,2025-01-01,,,,대학교,wonwons@inje.ac.kr,,,,,,,,,,,,,,,,
DM-대학,62,인제대학교 취업진로과,,2025-01-01,,,,대학교,libjmh@inje.ac.kr,,,,,,,,,,,,,,,,
DM-대학,63,창원대학교 학생과,,2025-01-01,,,,대학교,leess@changwon.ac.kr,,,,,,,,,,,,,,,,
DM-대학,64,경상국립대학교 인재개발원,,2025-01-01,,,,대학교,jobs@gnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,65,인제대학교 대학일자리센터,,2025-01-01,,,,대학교,choibest_@naver.com,,,,,,,,,,,,,,,,
DM-대학,66,인제대학교 LINC+육성사업단,,2025-01-01,,,,대학교,smartman366@inje.ac.kr,,,,,,,,,,,,,,,,
DM-대학,67,울산대학교 공과대학 AI융합전공,,2025-01-01,,,,대학교,hsb0731@ulsan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,68,서울과학기술대학교 혁신공유대학사업단,,2025-01-01,,,,대학교,kwna0004@seoultech.ac.kr,,,,,,,,,,,,,,,,
DM-대학,69,한국항공대학교 대학일자리센터,,2025-01-01,,,,대학교,rezina@kau.ac.kr,,,,,,,,,,,,,,,,
DM-대학,70,서울대학교 산학협력단,,2025-01-01,,,,대학교,jangyoura@snu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,71,덕성여자대학교 일반대학원,,2025-01-01,,,,인공지능대학원,graduate@duksung.ac.kr,,,,,,,,,,,,,,,,
DM-대학,72,호남대학교 컴퓨터공학과,,2025-01-01,,,,대학교,kokokzi@honam.ac.kr,,,,,,,,,,,,,,,,
DM-대학,73,아주대학교 공과대학,,2025-01-01,,,,대학교,jaesik@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,74,아주대학교 대학원,,2025-01-01,,,,인공지능대학원,gee@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,75,호남대학교 토목환경공학과,,2025-01-01,,,,대학교,wtlee@honam.ac.kr,,,,,,,,,,,,,,,,
DM-대학,76,대구경북과학기술원,,2025-01-01,,,,대학교,youmin9172@dgist.ac.kr,,,,,,,,,,,,,,,,
DM-대학,77,대구경북과학기술원,,2025-01-01,,,,대학교,ssc@dgist.ac.kr,,,2025-10-01,,,,,,,,,,,,,
DM-대학,78,충북대학교 산학협력단,,2025-01-01,,,,대학교,sanhak@cbnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,79,부산대학교 산업공학과,,2025-01-01,,,,대학교,iepnu@pusan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,80,한국항공대학교 소프트웨어학과,,2025-01-01,,,,SW중심대학,yakim@kau.ac.kr,,,,,,,,,,,,,,,,
DM-대학,81,동서대학교 sw중심대학산업단,,2025-01-01,,,,SW중심대학,hmshin@g.dongseo.ac.kr,,,,,,,,,,,,,,,,
DM-대학,82,한림대학교 sw중심대학산업단,,2025-01-01,,,,SW중심대학,hlsw@hallym.ac.kr,,,,,,,,,,,,,,,,
DM-대학,83,한양대학교 공과대학,,2025-01-01,,,,대학교,help@hanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,84,국민대학교 창의공과대학 전자공학부,,2025-01-01,,,,대학교,sjybn@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,85,건양대학교,,2025-01-01,,,,대학교,jjuon@konyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,86,국민대학교 산학협력단,,2025-01-01,,,,대학교,ajmen@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,87,국민대학교 자동차공학 전문대학원,,2025-01-01,,,,대학교,rijoo77@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,88,조선대학교,,2025-01-01,,,,대학교,min0608@chosun.ac.kr,,,,,,,,,,,,,,,,
DM-대학,89,국민대학교 산학협력단,,2025-01-01,,,,대학교,iijjnn@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,90,국민대학교 대학원,,2025-01-01,,,,인공지능대학원,gds@kookmin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,91,신한대학교,,2025-01-01,,,,대학교,201889@shinhan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,92,신한대학교,,2025-01-01,,,,대학교,sunny@shinhan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,93,상명대학교,,2025-01-01,,,,대학교,junhyunoh@smu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,94,광주과학기술원,,2025-01-01,,,,대학교,lmj@gist.ac.kr,,,,,,,,,,,,,,,,
DM-대학,95,평택대학교 취업센터,,2025-01-01,,,,대학교,findjob123@naver.com,,,,,,,,,,,,,,,,
DM-대학,96,이화여자대학 사이버보안전공,,2025-01-01,,,,대학교,e600170@ewha.ac.kr,,,,,,,,,,,,,,,,
DM-대학,97,한림대학교 융합인재학부,,2025-01-01,,,,대학교,de3580@hallym.ac.kr,,,,,,,,,,,,,,,,
DM-대학,98,아주대학교 인공지능융합학과,,2025-01-01,,,,대학교,lschan123@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,99,전북대학교 소프트웨어공학과,,2025-01-01,,,,대학교,rlatjdgus29@jbnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,100,전북대학교 소프트웨어공학과,,2025-01-01,,,,대학교,software@jbnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,101,부경대학교 학생역량개발과,,2025-01-01,,,,대학교,kangjd@pknu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,102,한양대학교 ERICA,,2025-01-01,,,,SW중심대학,suejoe1996@gmail.com,,,,,,,,,,,,,,,,
DM-대학,103,조선대학교,,2025-01-01,,,,SW중심대학,soom2@chosun.ac.kr,,,,,,,,,,,,,,,,
DM-대학,104,한양대학교 ERICA,,2025-01-01,,,,SW중심대학,ericasw@hanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,105,호서대학교 SW중심대학사업단,,2025-01-01,,,,SW중심대학,160387@hoseo.edu,,,,,,,,,,,,,,,,
DM-대학,106,충남대학교,,2025-01-01,,,,SW중심대학,kims@cnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,107,충북대학교,,2025-01-01,,,,SW중심대학,kej0505@cbnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,108,상명대학교 SW중심대학사업단,,2025-01-01,,,,SW중심대학,jym226@smu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,109,과학기술연합대학원대학교,,2025-01-01,,,,대학교,ryan@ust.ac.kr,,,,,,,,,,,,,,,,
DM-대학,110,단국대학교,,2025-01-01,,,,대학교,12200889@dankook.ac.kr,,,,,,,,,,,,,,,,
DM-대학,111,한성대학교 공과대학교학팀,,2025-01-01,,,,대학교,heedon64@hansung.ac.kr,,,,,,,,,,,,,,,,
DM-대학,112,경성대학교,,2025-01-01,,,,대학교,kickkick@ks.ac.kr,,,,,,,,,,,,,,,,
DM-대학,113,아주대학교 대학원 인공지능학과,,2025-01-01,,,,대학교,pengsoo@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,114,단국대학교 천안캠퍼스 취창업지원처,,2025-01-01,,,,대학교,work@dankook.ac.kr,,,,,,,,,,,,,,,,
DM-대학,115,이화여자 컴퓨터공학과,,2025-01-01,,,,대학교,ewha.cse.2021@gmail.com,,,,,,,,,,,,,,,,
DM-대학,116,신한대학교,,2025-01-01,,,,대학교,good5202@shinhan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,117,우석대학교,,2025-01-01,,,,대학교,likeflower17@gmail.com,,,,,,,,,,,,,,,,
DM-대학,118,아주대학교 대학원 컴퓨터공학과,,2025-01-01,,,,대학교,tnals5146@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,119,홍익대학교 산업데이터공학과,,2025-01-01,,,,대학교,hietstaff@gmail.com,,,,,,,,,,,,,,,,
DM-대학,120,연세대학교 AI대학원,,2025-01-01,,,,인공지능대학원,gradeng@yonsei.ac.kr,,,,,,,,,,,,,,,,
DM-대학,121,동국대학교,,2025-01-01,,,,SW중심대학,klmys@dongguk.edu,,,,,,,,,,,,,,,,
DM-대학,122,동서대학교,,2025-01-01,,,,SW중심대학,dsuyc@gdsu.dongseo.ac.kr,,,,,,,,,,,,,,,,
DM-대학,123,경희대학교,,2025-01-01,,,,SW중심대학,swc@khu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,124,경기대학교,,2025-01-01,,,,SW중심대학,shofar0305@kyonggi.ac.kr,,,,,,,,,,,,,,,,
DM-대학,125,단국대학교,,2025-01-01,,,,SW중심대학,shbaek@dankook.ac.kr,,,,,,,,,,,,,,,,
DM-대학,126,건국대학교,,2025-01-01,,,,SW중심대학,sw2018@konkuk.ac.kr,,,,,,,,,,,,,,,,
DM-대학,127,동명대학교,,2025-01-01,,,,SW중심대학,let5933@naver.com,,,,,,,,,,,,,,,,
DM-대학,128,경북대학교,,2025-01-01,,,,SW중심대학,ansghks95@knu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,129,성균관대학교 인공지능대학원,,2025-01-01,,,,인공지능대학원,jaeychoi@skku.edu,,,,,,,,,,,,,,,,
DM-대학,130,포항공과대학교 컴퓨터공학과,,2025-01-01,,,,대학교,dett_cse@postech.ac.kr,,,,,,,,,,,,,,,,
DM-대학,131,한국산업기술대학교 컴퓨터공학과,,2025-01-01,,,,대학교,lol0221@kpu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,132,동아대학교 컴퓨터공학과,,2025-01-01,,,,대학교,ekwldu12@dau.ac.kr,,,,,,,,,,,,,,,,
DM-대학,133,명지대학교 컴퓨터공학과,,2025-01-01,,,,대학교,ohyeaah67@mju.ac.kr,,,,,,,,,,,,,,,,
DM-대학,134,공주대학교 컴퓨터공학과,,2025-01-01,,,,대학교,okok@kongju.ac.kr,,,,,,,,,,,,,,,,
DM-대학,135,KC대학교 빅데이터경영학과,,2025-01-01,,,,대학교,g2bn@kcu.ac.kr,,,2025-10-01,,,,,,,,,,,,,
DM-대학,136,한신대학교 응용소프트웨어공학과,,2025-01-01,,,,대학교,fff104578@hs.ac.kr,,,,,,,,,,,,,,,,
DM-대학,137,서울시립대학교 공과대학,,2025-01-01,,,,대학교,engineer@uos.ac.kr,,,2025-10-01,,,,,,,,,,,,,
DM-대학,138,부산디지털대학교 컴퓨터공학과,,2025-01-01,,,,대학교,lej4515@naver.com,,,,,,,,,,,,,,,,
DM-대학,139,한양대학교 컴퓨터·소프트웨어학과,,2025-01-01,,,,대학교,leeyj82@hanyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,140,단국대학교 컴퓨터공학과,,2025-01-01,,,,대학교,seungji@dankook.ac.kr,,,,,,,,,,,,,,,,
DM-대학,141,동신대학교 컴퓨터공학과,,2025-01-01,,,,대학교,shadowlhi@nate.com,,,,,,,,,,,,,,,,
DM-대학,142,성균관대학교 컴퓨터공학과,,2025-01-01,,,,대학교,shin32@skku.edu,,,,,,,,,,,,,,,,
DM-대학,143,세종사이버대학교 컴퓨터ai공학과,,2025-01-01,,,,대학교,sjcuit@sjcu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,144,순천향대학교 컴퓨터소프트웨어공학과,,2025-01-01,,,,대학교,dyoung.kim@sch.ac.kr,,,,,,,,,,,,,,,,
DM-대학,145,세종대학교 데이터사이언스학과,,2025-01-01,,,,대학교,dsdpt@sejong.ac.kr,,,,,,,,,,,,,,,,
DM-대학,146,영남대학교 컴퓨터공학과,,2025-01-01,,,,대학교,dlthals0319@yu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,147,아주대학교 소프트웨어학과,,2025-01-01,,,,대학교,hnkang@ajou.ac.kr,,,,,,,,,,,,,,,,
DM-대학,148,한국교통대학교 컴퓨터공학과,,2025-01-01,,,,대학교,sopeuteu5851@ut.ac.kr,,,,,,,,,,,,,,,,
DM-대학,149,한림대학교 AI융합전공,,2025-01-01,,,,대학교,sr@hallym.ac.kr,,,,,,,,,,,,,,,,
DM-대학,150,이화여자대학교 컴퓨터공학과,,2025-01-01,,,,대학교,hsyong@ewha.ac.kr,,,,,,,,,,,,,,,,
DM-대학,151,한남대학교 컴퓨터공학과,,2025-01-01,,,,대학교,hun7544@hnu.kr,,,2025-10-01,,,,,,,,,,,,,
DM-대학,152,호서대학교 빅데이터AI학과,,2025-01-01,,,,대학교,stat@hoseo.edu,,,,,,,,,,,,,,,,
DM-대학,153,한라대학교 컴퓨터공학과,,2025-01-01,,,,대학교,depart08@halla.ac.kr,,,,,,,,,,,,,,,,
DM-대학,154,제주대학교 컴퓨터공학과,,2025-01-01,,,,대학교,suki8612@jejunu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,155,동명대학교 컴퓨터공학과,,2025-01-01,,,,대학교,suyoung@tu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,156,경남대학교 컴퓨터공학과,,2025-01-01,,,,대학교,knh9050@kyungnam.ac.kr,,,,,,,,,,,,,,,,
DM-대학,157,대진대학교 휴먼IT융합학부,,2025-01-01,,,,대학교,danbi@daejin.ac.kr,,,,,,,,,,,,,,,,
DM-대학,158,상명대학교 정보보안공학과,,2025-01-01,,,,대학교,hyo_jung@smu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,159,금오공과대학교 컴퓨터공학과,,2025-01-01,,,,대학교,hyunyy@kumoh.ac.kr,,,,,,,,,,,,,,,,
DM-대학,160,전주대학교 응용소프트웨어공학과,,2025-01-01,,,,대학교,cseksh@jj.ac.kr,,,,,,,,,,,,,,,,
DM-대학,161,인천대학교 컴퓨터공학과,,2025-01-01,,,,대학교,cse@inu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,162,가톨릭대학교 컴퓨터정보공학부,,2025-01-01,,,,대학교,csdept@catholic.ac.kr,,,,,,,,,,,,,,,,
DM-대학,163,부경대학교 컴퓨터공학과,,2025-01-01,,,,대학교,icshin@pknu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,164,서강대학교 컴퓨터공학과,,2025-01-01,,,,대학교,csadmin@sogang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,165,전남대학교 소프트웨어공학과,,2025-01-01,,,,대학교,kimmin1210@jnu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,166,남서울대학교 컴퓨터소프트웨어학과,,2025-01-01,,,,대학교,cs1@nsu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,167,안동대학교 컴퓨터공학과,,2025-01-01,,,,대학교,conkong@anu.ac.kr,,,2025-10-01,,,,,,,,,,,,,
DM-대학,168,군산대학교 컴퓨터정보통신공학부,,2025-01-01,,,,대학교,cong3632@kunsan.ac.kr,,,,,,,,,,,,,,,,
DM-대학,169,숙명여자대학교 컴퓨터공학과,,2025-01-01,,,,대학교,computer@sookmyung.ac.kr,,,,,,,,,,,,,,,,
DM-대학,170,서울디지털대학교 컴퓨터공학과,,2025-01-01,,,,대학교,computer@sdu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,171,삼육대학교 컴퓨터공학부,,2025-01-01,,,,대학교,comp@syu.ac.kr,,,,,,,,,,,,,,,,
DM-대학,172,고려대학교(세종) 빅데이터 전공,,2025-01-01,,,,대학교,vlivuuu0897@korea.ac.kr,,,,,,,,,,,,,,,,
DM-대학,173,건양대학교 융합IT학과,,2025-01-01,,,,대학교,cics@konyang.ac.kr,,,,,,,,,,,,,,,,
DM-대학,174,동국대학교컴퓨터공학과,,2025-01-01,,,,대학교,cestaff@dongguk.edu,,,,,,,,,,,,,,,,
